㔂	lân
彼跡	hit-jiah
彼跡	hit-liah
彼陣	hit-tsūn
彼頭	hit-thâu
往	íng
往回的	óng-huê--ê
往回的	óng-hê--ê
往年	óng-nî
往往	íng-íng
往復	óng-ho̍k
往擺	íng-pái
往日	óng-ji̍t
往日	óng-li̍t
往時	íng-sî
往生	óng-sing
往診	óng-tsín
往過	íng-kuè
往過	íng-kè
待	thāi
待遇	thāi-gū
律	lu̍t
律師	lu̍t-su
辨護士  piān-hōo-sū
狀師    tsn̄g-su
後	āu
後世人	āu-sì-lâng
後代	āu-tāi
後來	āu--lâi
後個月	āu kò gue̍h
後個月	āu kò ge̍h
後出世	āu-tshut-sì
後叔	āu-tsik
後嗣	hiō-sū
後坐	āu-tsē
後場	āu-tiûnn
後壁	āu-piah
後壁山	āu-piah-suann
後尾	āu-bué
後尾	āu-bé
後尾門	āu-bué-mn̂g
後尾門	āu-bé-mn̂g
後山	āu-suann
後岫	āu-siū
後年	āu-nî
後悔	hiō-hué
後手	āu-tshiú
後擴	āu-khok
後擺	āu-pái
後斗	āu-táu
後日	āu--ji̍t
後日	āu--li̍t
後月日	āu gue̍h-ji̍t
後月日	āu ge̍h-li̍t
後某	āu-bóo
後步	āu-pōo
後母	āu-bú
後母面	āu-bú-bīn
後爸	āu-pē
後生	hāu-senn
後生	hāu-sinn
後謝	āu-siā
後跤	āu-kha
後輩	hiō-puè
後過	āu-pái
下次    āu-pái
將來    tsiong-lâi
後鈕	āu-liú
後面	āu-bīn
後頭	āu-thâu
後頭厝	āu-thâu-tshù
後驛	āu-ia̍h
後齻	āu-tsan
徒	tôo
徒弟	tôo-tē
得	tik
得人惜	tit-lâng-sioh
得人疼	tit-lâng-thiànn
得勢	tit-sè
得失	tik-sit
得意	tik-ì
得罪	tik-tsuē
徙	suá
徙位	suá-uī
徙岫	suá-siū
徙栽	suá-tsai
徙跤	suá-kha
徙鋪	suá-phoo
徛	khiā
徛台	khiā-tâi
徛名	khiā-miâ
徛壽	khiā-siū
徛家	khiā-ke
徛家厝	khiā-ke-tshù
徛屏	khiā-pîn
徛泅	khiā-siû
徛燈篙    khiā-ting-ko
豎燈篙    sū-ting-ko
起燈跤    khí-ting-kha
徛眉	khiā-bâi
徛票	khiā-phiò
徛秋	khiā-tshiu
徛算	khiā-sǹg
徛算講	khiā-sǹg-kóng
徛衛兵	khiā-uē-ping
徛起	khiā-khí
徛靈	khiā-lîng
徛頭	khiā-thâu
徛鵝	khiā-gô
徛黃	khiā-n̂g
從	tsîng
從到今	tsîng-kàu-tann
復原	ho̍k-guân
復習	ho̍k-si̍p
復職	ho̍k-tsit
復興	ho̍k-hing
循	sūn
循環	sûn-khuân
微微仔	bî-bî-á
徵收	ting-siu
德	tik
心	sim
心事	sim-sū
心內	sim-lāi
心內話	sim-lāi-uē
心悶	sim-būn
心情	sim-tsîng
心意	sim-ì
心慒慒	sim tso-tso
心機	sim-ki
心火	sim-hué
心火	sim-hé
心爽	sim-sóng
心狂火熱	sim-kông-hué-jia̍t
心狂火熱	sim-kông-hé-lia̍t
心狂火著	sim-kông-hué-to̍h
心狂火著	sim-kông-hé-to̍h
心理	sim-lí
心神	sim-sîn
心肝	sim-kuann
心肝仔囝	sim-kuann-á-kiánn
心肝窟仔	sim-kuann-khut-á
心肝頭	sim-kuann-thâu
心腸	sim-tn̂g
心腹	sim-pak
心臟	sim-tsōng
心臟病	sim-tsōng-pēnn
心臟病	sim-tsōng-pīnn
心花開	sim-hue-khui
心血	sim-hiat
心行	sim-hīng
心適	sim-sik
心酸	sim-sng
心頭	sim-thâu
心願	sim-guān
心驚膽嚇	sim-kiann-tánn-hiannh
必	pit
必叉	pit-tshe
必巡	pit-sûn
必然	pit-jiân
必然	pit-liân
必痕	pit-hûn
必要	pit-iàu
必開	pit--khui
忌	khī
忌喙	khī-tshuì
忌床	khī-tshn̂g
忌日	kī-ji̍t
忌日	kī-li̍t
忍	jím
忍	lím
忍氣	lún-khì
忍耐	jím-nāi
忍耐	lím-nāi
志	tsì
志氣	tsì-khì
志願	tsì-guān
忘	bōng
忘恩背義	bōng-un-puē-gī
忝	thiám
忝頭	thiám-thâu
忠	tiong
忠厚	tiong-hōo
忠直	tiong-ti̍t
忤逆	ngóo-gi̍k
快	khuài
快活	khuìnn-ua̍h
快車	khuài-tshia
念	liām
念咒	liām-tsiù
念珠	liām-tsu
念經	liām-king
忽然	hut-jiân
忽然	hut-liân
怎樣	tsuánn-iūnn
怐怐	khòo-khòo
怙	kōo
思	su
思念	su-liām
思想	su-sióng
思慕	su-bōo
思考	su-khó
急	kip
急性	kip-sìng
急燒仔	kip-sio-á
急症	kip-tsìng
急難	kip-lān
怦怦喘	phēnn-phēnn-tshuán
性	sìng
性命	sènn-miā
性命	sìnn-miā
性地	sìng-tē
性地	sìng-tuē
性格	sìng-keh
性癖	sìng-phiah
性質	sìng-tsit
怨	uàn
怨嘆	uàn-thàn
怨天怨地	uàn-thinn-uàn-tē
怨天怨地	uàn-thinn-uàn-tuē
怨妒	uàn-tòo
怨恨	uàn-hūn
怨慼	uàn-tsheh
怨慼	uàn-tshueh
怪	kuài
怪事	kuài-sū
怪人	kuài--lâng
怪手	kuài-tshiú
怪癖	kuài-phiah
恁	lín
恁娘	lín-niâ
恁爸	lín-pē
恐怖	khióng-pòo
恐驚	khióng-kiann
恢復	khue-ho̍k
恥	thí
恥笑	thí-tshiò
恨	hūn
恩	in
恩	un
恩情	un-tsîng
恩情人	un-tsîng-lâng
恩愛	un-ài
恬	tiām
恬去	tiām--khì
恬恬	tiām-tiām
恬靜	tiām-tsīng
恭	kiong
恭喜	kiong-hí
患者	huān-tsiá
悲傷	pi-siong
悲劇	pi-kio̍k
悲哀	pi-ai
悲慘	pi-tshám
悲觀	pi-kuan
悶悶	būn-būn
悽慘	tshi-tshám
悽慘落魄	tshi-tshám-lo̍k-phik
悾	khong
悾悾	khong-khong
悾歁	khong-khám
悾闇	khong-am
悾顛	khong-tian
情	tsîng
情人	tsîng-jîn
情人	tsîng-lîn
情勢	tsîng-sè
情報	tsîng-pò
情形	tsîng-hîng
情意	tsîng-ì
情理	tsîng-lí
情緒	tsîng-sū
情義	tsîng-gī
情面	tsîng-bīn
情願	tsîng-guān
惜	sioh
惜命命	sioh-miā-miā
惜囝	sioh-kiánn
惜皮	sioh-phuê
惜皮	sioh-phê
惜福	sik-hok
惜花連盆	sioh hue liân phûn
惜面皮	sioh bīn-phuê
惜面皮	sioh bīn-phê
惝	tshíng
惡	ok
惡人	ok-lâng
惡人無膽	ok-lâng bô-tánn
惡報	ok-pò
惡性	ok-sìng
惡毒	ok-to̍k
惡確確	ok-khia̍k-khia̍k
惡質	ok-tsit
惡霸	ok-pà
惡馬	ok-bé
惱	lóo
惱氣	lóo-khì
想	sióng
想東想西	siūnn-tang-siūnn-sai
想欲	siūnn-beh
想欲	siūnn-bueh
想空想縫	siūnn-khang-siūnn-phāng
想講	siūnn-kóng
惹	jiá
惹	liá
惹事	jiá-sū
惹事	liá-sū
惹代誌	jiá-tāi-tsì
惹代誌	liá-tāi-tsì
愁	tshiû
愈	jú
愈	lú
意	ì
意向	ì-hiòng
意外	ì-guā
意志	ì-tsì
意思	ì-sù
意愛	ì-ài
意氣	ì-khì
意義	ì-gī
意見	ì-kiàn
意願	ì-guān
意麵	ì-mī
愖	sīm
愛	ài
愛人仔	ài-jîn-á
愛人仔	ài-lîn-á
愛哭	ài-khàu
愛媠	ài-suí
愛嬌	ài-kiau
愛情	ài-tsîng
愛睏	ài-khùn
愛睏藥仔	ài-khùn-io̍h-á
感	kám
感冒	kám-mōo
感動	kám-tōng
感化	kám-huà
感心	kám-sim
感恩	kám-un
感情	kám-tsîng
感想	kám-sióng
感應	kám-ìng
感染	kám-jiám
感染	kám-liám
感激	kám-kik
感著	kám--tio̍h
感覺	kám-kak
感謝	kám-siā
愣	gāng
慄慄掣	la̍k-la̍k-tshuah
慈善	tsû-siān
慈悲	tsû-pi
慈愛	tsû-ài
態度	thāi-tōo
慎重	sīn-tiōng
慒	tso
慒心	tso-sim
慘	tshám
慢	bān
慢且	bān-tshiánn
慢且是	bān-tshiánn-sī
慢冬	bān-tang
慢性	bān-sìng
慢慢仔	bān-bān-á
慢慢仔是	bān-bān-á-sī
慢火	bān-hué
慢火	bān-hé
慢行	bān-kiânn
慢車	bān-tshia
慣勢	kuàn-sì
慰勞	uì-lō
慰問	uì-būn
慶祝	khìng-tsiok
慶賀	khìng-hō
慷慨	khóng-khài
慼	tsheh
慼	tshueh
慼心	tsheh-sim
慼心	tshueh-sim
憂	iu
憂悶	iu-būn
憂愁	iu-tshiû
憂結結	iu-kat-kat
憂頭結面	iu-thâu-kat-bīn
憂頭苦面	iu-thâu-khóo-bīn
憐憫	liân-bín
憑	pîn
憑據	pîn-kì
憑據	pîn-kù
憑準	pîn-tsún
憑良心	pîn-liông-sim
憢疑	giâu-gî
憤慨	hùn-khài
憲	hiàn
憲兵	hiàn-ping
憲法	hiàn-huat
懂嚇	táng-hiannh
懇求	khún-kiû
應	ìn
應付	ìng-hù
應公仔	ìng-kong-á
應喙	ìn-tshuì
應喙應舌	ìn-tshuì-ìn-tsi̍h
應效	ìng-hāu
應用	ìng-iōng
應聲	ìn-siann
應話	ìn-uē
應該	ing-kai
應該然	ing-kai-jiân
應該然	ing-kai-liân
應酬	ìng-siû
應驗	ìng-giām
懊嘟嘟	àu-tū-tū
懊惱	àu-náu
懍	lún
懍場	lún-tiûnn
懵仙	bòng-sian
懵懂	bóng-tóng
懵膽	bòng-tánn
懶	lán
懶屍	lán-si
懶性	nuā-sìng
懶懶	lán-lán
懷念	huâi-liām
懷疑	huâi-gî
懷胎	huâi-thai
懸	kuân
懸低	kuân-kē
懸價	kuân kè
懸山	kuân suann
懸度	kuân-tōo
懸頂	kuân-tíng
戀愛	luân-ài
戇	gōng
戇人	gōng-lâng
戇呆	gōng-tai
戇大呆	gōng-tuā-tai
戇工	gōng-kang
戇想	gōng-siūnn
戇戇	gōng-gōng
戇猴	gōng-kâu
戇的	gōng--ê
戇目	gōng-ba̍k
戇直	gōng-ti̍t
戇神	gōng-sîn
戇膽	gōng-tánn
戇話	gōng-uē
戇錢	gōng-tsînn
戇頭戇面	gōng-thâu-gōng-bīn
戊	bōo
戌	sut
成	tsiânn
成人	tsiânn-lâng
成做	tsiânn-tsò
成做	tsiânn-tsuè
成全	sîng-tsuân
成功	sîng-kong
成家	sîng-ka
成就	sîng-tsiū
成年	sîng-liân
成敗	sîng-pāi
成月日	tsiânn gue̍h-ji̍t
成月日	tsiânn ge̍h-li̍t
成本	sîng-pún
成格	tshiânn-kik
成物	tsiânn-mi̍h
成物	tsiânn-mn̍gh
成立	sîng-li̍p
成績	sîng-tsik
成親	sîng-tshin
我	guá
戛	khiat
戛火	khiat-hué
戛火	khiat-hé
戥	tíng
戥仔	tíng-á
戮	lak
戮空	lak-khang
戮鑽	lak-tsǹg
戰	tsiàn
戰亂	tsiàn-luān
戰場	tsiàn-tiûnn
戰爭	tsiàn-tsing
戰術	tsiàn-su̍t
戰車	tsiàn-tshia
戰鬥	tsiàn-tàu
戲	hì
戲劇	hì-kio̍k
戲台	hì-tâi
戲園	hì-hn̂g
戲弄	hì-lāng
戲文	hì-bûn
戲曲	hì-khik
戲棚	hì-pênn
戲棚	hì-pînn
戲班	hì-pan
戲籠	hì-láng
戲院	hì-īnn
戲齣	hì-tshut
戳	thok
戴	tì
戴小鬼仔殼	tì siáu-kuí-á-khak
戴帽仔	tì-bō-á
戶	hōo
戶口	hōo-kháu
戶口名	hōo-kháu-miâ
戶口抄本	hōo-kháu-tshau-pún
戶橂	hōo-tīng
戶籍	hōo-tsi̍k
戶頭	hōo-thâu
戽	hòo
戽斗	hòo-táu
戽斗的	hòo-táu--ê
戽杓	hòo-sia̍h
戽水	hòo-tsuí
房	pâng
房屋	pâng-ok
房間	pâng-king
房頭	pâng-thâu
所	sóo
所以	sóo-í
因為    in-uī
所在	sóo-tsāi
所得	sóo-tik
所得稅	sóo-tik-suè
所得稅	sóo-tik-sè
所有	sóo-iú
所費	sóo-huì
扁	pínn
扁擔	pún-tann
扁豆	pínn-tāu
扁食	pián-si̍t
扁魚	pínn-hî
扁魚	pínn-hû
扇	sìnn
扇面	sìnn-bīn
手	tshiú
手䘼	tshiú-ńg
手下	tshiú-hā
手勢	tshiú-sè
手印	tshiú-ìn
手囊	tshiú-lông
手尾	tshiú-bué
手尾	tshiú-bé
手尾力	tshiú-bué-la̍t
手尾力	tshiú-bé-la̍t
手尾錢	tshiú-bué-tsînn
手尾錢	tshiú-bé-tsînn
手工	tshiú-kang
手巾仔	tshiú-kin-á
手巾仔	tshiú-kun-á
手底	tshiú-té
手底	tshiú-tué
手形	tshiú-hîng
手後曲	tshiú-āu-khiau
手扞仔	tshiú-huānn-á
手指	tshiú-tsí
手指頭仔	tshiú-tsíng-thâu-á
手捗	tshiú-pôo
手摺簿仔	tshiú-tsih-phōo-á
手擋	tshiú-tòng
手數料	tshiú-sòo-liāu
手曲	tshiú-khiau
手梳攑懸	tshiú-se-gia̍h-kuân
手模	tshiú-bôo
手橐仔	tshiú-lok-á
手機仔	tshiú-ki-á
手段	tshiú-tuānn
手液	tshiú-sio̍h
手爪	tshiú-jiáu
手爪	tshiú-niáu
手爪賤	tshiú-jiáu-tsiān
手爪賤	tshiú-niáu-tsiān
手環	tshiú-khuân
手痕	tshiú-hûn
手盤	tshiú-puânn
手目	tshiú-ba̍k
手筆	tshiú-pit
手縫櫳	tshiú-phāng lang
手續	tshiú-sio̍k
手耙	tshiú-pē
手肚	tshiú-tóo
手股	tshiú-kóo
手股頭	tshiú-kóo-thâu
手腕	tshiú-uánn
手腕骨	tshiú-uánn-kut
手藝	tshiú-gē
手術	tshiú-su̍t
手賤	tshiú-tsiān
手路	tshiú-lōo
手路菜	tshiú-lōo-tshài
手蹄仔	tshiú-sim
手心    tshiú-sim
手蹄    tshiú-tê
手銃	tshiú-tshìng
手錶仔	tshiú-pió-á
手電仔	tshiú-tiān-á
手面	tshiú-bīn
手面趁食	tshiú-bīn-thàn-tsia̍h
手頭	tshiú-thâu
手風琴	tshiú-hong-khîm
手骨	tshiú-kut
才	tsâi
才子	tsâi-tsú
才情	tsâi-tsîng
才是	tsiah-sī
才會	tsiah ē
才調	tsâi-tiāu
扒	pe
扒癢	pê-tsiūnn
扒飯	pe-pn̄g
扒龍船	pê-lîng-tsûn
打	tánn
打扎	tánn-tsah
打扮	tánn-pān
打探	tánn-thàm
打揲	tánn-tia̍p
打擊	tánn-kik
打擾	tánn-jiáu
打擾	tánn-liáu
打桶	tánn-tháng
打馬膠	tá-má-ka
打馬膠路	tá-má-ka-lōo
托	thuh
托兒所	thok-jî-sóo
托兒所	thok-lî-sóo
扛	kng
扛轎	kng-kiō
扞	huānn
扞家	huānn-ke
扞數	huānn-siàu
扞盤	huānn-puânn
扞頭	huānn-thâu
扞鼎灶	huānn-tiánn-tsàu
扣	khau
扣押	khàu-ah
扣留	khàu-liû
扣除	khàu-tû
扦	tshuann
扭	ngiú
扭尻川	ngiú kha-tshng
扭掠	liú-lia̍h
扭搦	liú-la̍k
扮	pān
扮仙	pān-sian
扮公伙仔	pān-kong-hué-á
扮公伙仔	pān-kong-hé-á
扮笑面	pān-tshiò-bīn
扯	tshé
扱	khi̍p
扲	gīm
扳	pian
扳仔	pán-á
扳過來	pian--kuè-lâi
扳過來	pian--kè-lâi
扴	ke̍h
扴味	ke̍h-bī
扶	hû
扶助	hû-tsōo
扶持	hû-tshî
扶挺	phôo-thánn
扶插	hû-tshah
扶養	hû-ióng
扶𡳞脬	phôo-lān-pha
扷	ió
批	phue
批信	phue-sìn
批准	phue-tsún
批囊	phue-lông
批桶	phue-tháng
批殼	phue-khak
批筒	phue-tâng
批紙	phue-tsuá
批評	phue-phîng
找	tsāu
找錢	tsāu-tsînn
承	sîn
承受	sîng-siū
承擔	sîng-tam
承水	sîn-tsuí
承認	sîng-jīn
承認	sîng-līn
技	ki
技工	ki-kang
技師	ki-su
抄	tshau
抄寫	tshau-siá
抄襲	tshau-si̍p
抉	kuat
把	pé
把戲	pá-hì
把握	pá-ak
抌	tìm
抐	lā
抑	ia̍h
抑是	ia̍h-sī
抑無	iah-bô
抑無	ah-bô
抓	jiàu
抓	liàu
抓耙仔	jiàu-pê-á
抓耙仔	liàu-pê-á
抔	put
投	tâu
投標	tâu-pio
投機	tâu-ki
投票	tâu-phiò
投稿	tâu-kó
投胎	tâu-thai
投資	tâu-tsu
投降	tâu-hâng
投靠	tâu-khò
抗議	khòng-gī
折	tsiat
折舊	tsiat-kū
抨	phiann
披	phi
披仔	phi-á
披衫	phi-sann
抱	phō
抱歉	phō-khiàm
抱的	phō--ê
抵抗	tí-khòng
抵押	tí-ah
抵額	tí-gia̍h
抹	buah
抹刀	buah-to
抹壁	buah-piah
抹烏	buah-oo
抹粉	buah-hún
抹面	buah-bīn
抹鹽	buah iâm
押	ah
押後	ah-āu
押送	ah-sàng
押韻	ah-ūn
抽	thiu
抽懸	thiu-kuân
抽疼	thiu-thiànn
抽稅	thiu-suè
抽稅	thiu-sè
抽籤	thiu-tshiam
抽豬母稅	thiu-ti-bó-suè
抽豬母稅	thiu-tu-bó-sè
抽躼	thiu-lò
抽退	thiu-thè
抽長	thiu-tn̂g
抽頭	thiu-thâu
抽鬮	thiu-khau
抾	khioh
抾丁錢	khioh-ting-tsînn
抾囝母	khioh-kiánn-bú
抾囡仔	khioh-gín-á
抾字紙的	khioh-jī-tsuá--ê
抾字紙的	khioh-lī-tsuá--ê
抾客	khioh-kheh
抾恨	khioh-hīn
抾恨	khioh-hūn
抾拾	khioh-si̍p
抾捔	khioh-ka̍k
抾柴	khioh-tshâ
抾水	khioh-tsuí
抾稅	khioh-suè
抾稅	khioh-sè
抾紅點仔	khioh-âng-tiám-á
抾肉幼仔	khioh-bah-iù-á
抾著	khioh-tio̍h
撿到    khioh--tio̍h
抾襇	khioh-kíng
抾錢	khioh-tsînn
抾骨	khioh-kut
抿	bín
抿仔	bín-á
拂	hut
拄	tú
拄䢢	tú-tshiāng
拄仔好	tú-á-hó
拄咧	tú-teh
拄好	tú-hó
拄才	tú-tsiah
拄拄	tú-tú
拄搪	tú-tn̄g
拄數	tú-siàu
拄欲	tú beh
拄欲	tú bueh
拄著	碰到、遭遇。語氣完結時唸作tú--tio̍h。
拆	thiah
拆單	thiah-tuann
拆字	thiah-jī
拆字	thiah-lī
拆扦	thiah-tshuann
拆散	thiah-suànn
拆日仔	thiah-ji̍t-á
拆日仔	thiah-li̍t-á
拆白講	thiah-pe̍h-kóng
拆破	thiah-phuà
拆票	thiah-phiò
拆股	thiah-kóo
拆腿	thiah-thuí
拆藥仔	thiah-io̍h-á
拆開	thiah-khui
拆食落腹	thiah-tsia̍h-lo̍h-pak
拈	liam
拈田嬰	liam-tshân-enn
拈田嬰	liam-tshân-inn
拈香	liam-hiunn
拈鬮	liam-khau
拉圇仔燒	lâ-lûn-á-sio
拊	hú
拊仔	hú-á
拋	pha
拋拋走	pha-pha-tsáu
拋捙輪	pha-tshia-lin
拋碇	pha-tiānn
拋網	pha bāng
拋荒	pha-hng
拋輾斗	pha-liàn-táu
拋近路	pha-kīn-lōo
拋近路	pha-kūn-lōo
拋魚	pha-hî
拋魚	pha-hû
拋麒麟	pha-kî-lîn
拌	puānn
拌蠓仔	puānn báng-á
拍	phah
拍交落	phah-ka-la̍uh
拍呃	phah-eh
拍咯雞	phah-ko̍k-ke
拍咳啾	phah-kha-tshiùnn
拍喙鼓	phah-tshuì-kóo
拍噗仔	phah-pho̍k-á
拍字機	phah-jī-ki
拍字機	phah-lī-ki
拍官司	phah-kuann-si
拍尻川	phah-kha-tshng
拍手	phah-tshiú
拍手銃	phah-tshiú-tshìng
拍抐涼	phah-lā-liâng
拍折	phah-tsiat
拍拍	phah-phik
拍拚	phah-piànn
拍拳	phah-kûn
拍拳頭	phah kûn-thâu
拍損	phah-sńg
拍斷	phah-tn̄g
拍某菜	phah-bóo-tshài
拍歹	phah-pháinn
拍殕仔光	phah-phú-á-kng
拍毋見	phah m̄ kìnn
遺失    uî-sit
丟掉    phàng-kìnn
拍派	phah-phài
拍滂泅	phah-phōng-siû
拍火	phah-hué
拍火	phah-hé
拍火車	phah-hué-tshia
拍火車	phah-hé-tshia
拍無去	phah-bô--khì
拍獵	phah-la̍h
拍球	phah-kiû
拍生驚	phah-tshenn-kiann
拍生驚	phah-tshinn-kiann
拍石	phah-tsio̍h
拍石師	phah-tsio̍h-sai
拍破	phah-phuà
拍種	phah-tsíng
拍算	phah-sǹg
拍算盤	phah-sǹg-puânn
拍結	phah-kat
拍結毬	phah-kat-kiû
拍翸	phah-phún
拍觸衰	phah-tshik-sue
拍賣	phah-bē
拍賣	phah-buē
拍通關	phah-thong-kuan
拍速	phah-sok
拍醒	phah-tshénn
拍醒	phah-tshínn
拍金仔	phah kim-á
拍袚鍊  phah phua̍h-liān
定做項鍊    phah phua̍h-liān
拍手指  phah tshiú-tsí
定做戒指    phah tshiú-tsí
拍鐵	phah-thih
拍鐵仔師	phah-thih-á-sai
拍鐵仔褲	phah-thih-á-khòo
拍鱗	phah-lân
拍鳥帽	phah-tsiáu-bō
拍麻雀	phah-muâ-tshiok
拎	lîng
拐	kuái
拐弄	kuái-lōng
拐騙	kuái-phiàn
拑	khînn
拑家	khînn-ke
拑牢牢	khînn-tiâu-tiâu
拒絕	kī-tsua̍t
拒絕	kū-tsua̍t
拔	pua̍h
拔桶	pua̍h-tháng
拖	thua
拖命	thua-miā
拖屎連	thua-sái-liân
拖棚	thua-pênn
拖棚	thua-pînn
拖沙	thua-sua
拖磨	thua-buâ
拖累	thua-luī
拖身拖命	thua-sin-thua-miā
拗	áu
拗彎	áu-uan
拗紙	áu-tsuá
拗蠻	áu-bân
拗裒	áu-pôo
拗鬱	áu-ut
拘束	khu-sok
拘留	khu-liû
拚	piànn
拚俗	piànn-sio̍k
拚勢	piànn-sè
拚命	piànn-miā
拚性命	piànn-sènn-miā
拚性命	piànn-sìnn-miā
拚暝工	piànn-mê-kang
拚暝工	piànn-mî-kang
拚生死	piànn-senn-sí
拚生死	piànn-sinn-sí
拚生理	piànn-sing-lí
拚血	piànn-hiat
拚輸贏	piànn-su-iânn
招	tsiau
招募	tsio-bōo
招呼	tsio-hoo
招囝婿	tsio-kiánn-sài
招待	tsiau-thāi
招會仔	tsio-huē-á
招會仔	tsio-hē-á
招標	tsio-pio
招牌	tsiau-pâi
招生	tsio-sing
招翁	tsio-ang
招認	tsiau-jīn
招認	tsiau-līn
招魂	tsiau-hûn
拜	pài
拜一	pài-it
拜佛	pài-pu̍t
拜候	pài-hāu
拜公媽	pài kong-má
拜六	pài-la̍k
星期六  pài-la̍k
星期日  lé-pài
禮拜    lé-pài
拜一    pài-it
星期一  pài-it
拜二    pài-jī
星期二  pài-jī
拜三    pài-sann
星期三  pài-sann
拜四    pài-sì
星期四  pài-sì
拜五    pài-gōo
星期五  pài-gōo
拜堂	pài-tn̂g
拜年	pài-nî
拜拜	pài-pài
拜託	pài-thok
拜訪	pài-hóng
拜請	pài-tshiánn
括	kuah
拭	tshit
拭仔	tshit-á
拭尻川	tshit-kha-tshng
拳	kûn
拳頭	kûn-thâu
拳頭師	kûn-thâu-sai
拳頭拇	kûn-thâu-bú
拹	hia̍p
拹水	hia̍p-tsuí
挂	kuì
挂紙	khuà-tsuá
硩墓紙  teh-bōng-tsuá
獻紙    hiàn-tsuá
挃	ti̍h
指	tsáinn
指導	tsí-tō
指指	kí-tsáinn
指指揬揬	kí-kí-tu̍h-tu̍h
指揮	tsí-hui
指教	tsí-kàu
指模	tsí-bôo
指甲	tsíng-kah
指甲扦	tsíng-kah-tshuann
指甲眉	tsíng-kah-bâi
指甲花	tsíng-kah-hue
指示	tsí-sī
指紋	tsí-bûn
指腹為婚	tsí pak uî hun
指頭仔	tsíng-thâu-á
指頭拇公	tsíng-thâu-bú-kong
指點	tsí-tiám
挈	khe̍h
按	àn
按呢	án-ne
按呢	án-ni
按呢生	án-ne-senn
按呢生	án-ní-sinn
按怎	án-tsuánn
按怎樣	án-tsuánn-iūnn
按照	àn-tsiàu
按算	àn-sǹg
按脈	àn-me̍h
按額	àn-gia̍h
挌	keh
挐	jû
挐	lû
挐氅氅	jû-tsháng-tsháng
挐氅氅	lû-tsháng-tsháng
挑	thio
挑俍	thiau-lāng
挑戰	thiáu-tsiàn
挑手爿	thio-tshiú-pîng
挑花刺繡	thio-hue-tshiah-siù
挑選	thiau-suán
挓	thà
挓火	thà-hué
挓火	thà-hé
挔	hiannh
挕	hìnn
挕捒	hìnn-sak
挕掉	hìnn-tiāu
挖	óo
挖	ué
挖塗	óo-thôo
挖塗	ué-thôo
挖心肝	óo-sim-kuann
挖心肝	ué-sim-kuann
挖空	óo-khang
挖空	ué-khang
挨	e
挨挨陣陣	e-e-tīn-tīn
挨挨陣陣	ue-ue-tīn-tīn
挨推	e-the
挨磨	e-bō
挨磨	ue-bō
挨米	e-bí
挨粿	e-kué
挨粿	e-ké
挨絃仔	e hiân-á
挩	thuah
挩枋	thuah-pang
挩窗	thuah-thang
挩鍊仔	thuah-liān-á
挩門	thuah-mn̂g
振動	tín-tāng
挲	so
挲圓	so-înn
搓湯圓  so-înn-á
糯米團  înn-á-tshuè
圓仔粞  înn-á-tshuè
粞  tshè
挲圓仔湯	so-înn-á-thng
挲草	so-tsháu
挲鹽	so-iâm
挵	lòng
挵球	lòng-kiû
挵破	lòng-phuà
挵鐘	lòng tsing
挵門	lòng mn̂g
挵鼓	lòng kóo
挹墓粿	ip-bōng-kué
挹墓粿	ip-bōo-ké
挺	thánn
挼	juê
挼	lê
挽	bán
挽喙齒	bán tshuì-khí
挽回	bán-huê
挽回	bán-hê
挽救	bán-kiù
挽瓜揫藤	bán-kue-tshiû-tîn
挽筋	bán-kun
痙攣    Kkng-luân
挽著筋  bán-tio̍h kin
筋去挽著    kin khì bán--tio̍
筋挽倚來    kin bán-uá--lâi
發生痙攣    kin bán-uá--lâi
挽脈	bán-me̍h
挽花	bán hue
挽茶	bán tê
挽草	bán tsháu
挽面	bán-bīn
挾	gia̍p
捀	phâng
捀場	phâng-tiûnn
捀斗	phâng-táu
捀水	phâng-tsuí
捀茶	phâng-tê
捅	thóng
捅頭	thóng-thâu
捆	khún
捆縛	khún-pa̍k
捋	lua̍h
捋仔	lua̍h-á
捋頭毛	lua̍h thâu-mn̂g
捌	bat
捌字	bat-jī
捌字	bat-lī
捌想	bat-siūnn
捌貨	bat-huè
捌貨	bat-hè
捎	sa
捎無摠	sa-bô-tsáng
捎錢	sa-tsînn
捏	lia̍p
捏麵尪仔	lia̍p-mī-ang-á
捒	sak
捒做堆	sak-tsò-tui
捒做堆	sak-tsuè-tui
捒走	sak-tsáu
捗	pôo
捘	tsūn
捙	tshia
捙倒	tshia-tó
捙拚	tshia-piànn
捙畚斗	tshia-pùn-táu
捙盤	tshia-puânn
